id,text,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
fas_03984c6b4a31680621beb4253396925c,نخست وزیر؟ سیستم نظام آینده انتخاب شده؟ سلطنت مشروطه؟,1,1,0,0,0,0,0,1,0,0,0,0
fas_03b06bdbfd732fe8c2b389cd63905142,بی در و پیکر ترین اتحادیه تعلق میگیره به اتحادیه همکاری شورای خلیج فارس,1,1,0,0,0,0,0,1,0,0,0,1
fas_03d92f9d60197ab13991343a83d4fabc,از تجریش تا نازی اباد، تهرانپارس تا صادقیع شلوغ بود آزادی نزدیکه.  #مهسا_امینی,1,1,0,0,0,0,0,1,0,0,0,0
fas_03df9dc5a6239ac0aeca1306cdff56b5,قراردادای باشگاه پرسپولیس رو این بنده خدا تنظیم میکنه که همش شاکی داخلی و خارجی دارن 😂یه پنجره باز ندارن بنده خداها,0,0,0,0,0,0,0,0,0,0,0,0
fas_03ee79c65651c3136c22e417010bcaff,👍فکر کنم سعادتی بود دانیال باید از ذوب آهن میومد پرسپولیس ولی سپاهان نقدتر بود ‌ الانم موقع خوبی نیست برا اومدنش,1,0,0,0,0,1,0,1,0,0,0,0
fas_03f3b9e59d63f3f456ca3e6f46bc7e32,حرف گوش نمیکنی چهره سانسور نمیکنی کانکش؟؟؟,0,0,0,0,0,0,0,0,0,0,0,0
fas_03fb1e32244d841912fcce9a37c43a9a,پرسپولیس تو فینال اسیا بخاطر مهدی شیری باخت نساجی تو فینال حذفی به لطف حامد شیری برد  ما مثل هم نیستیم,1,0,0,0,0,1,0,1,0,0,0,0
fas_04004e275f355c2f1fd17a5836752153,یحتمل پرچم پرافتخار وطن رو دوباره بر قله‌های ادبیات جهان می‌زنم.,0,0,0,0,0,0,0,0,0,0,0,0
fas_040e2055abbb902baef1adc216603b9b,رضا سس خرسی پهلوی هم فقط سه تا دختر داره به نام‌های نوزهرا، ایمان‌زهرا، و فرح‌زهرا. قانون مشروطه دخترها رو که آدم حساب نمی‌کنه پس دوباره وارث مقدر میشه همون علی‌پاتریک. چون رضا سس خرسی پسر نداره، باید ولیعهد رو خودش به مجلس ملی پیشنهاد بده و اونا تصویب کنن، اما مجلس ملی نداریم و روح قانون مشروطه میگه:…,1,1,0,0,0,0,0,1,0,0,0,0
fas_041f9df1fc92672c2b00ba8a0f95127e,سلامت باشی. مهاجرت کردم دوباره,0,0,0,0,0,0,0,0,0,0,0,0
fas_0423726c6265f2ead0337f827aa782e9,هدف دخترایی که جلسه دوم خواستگاری دنبال حق طلاق هستن و‌  فاز پسرایی که هم حق طلاق رو و هم مهریه سنگین رو میپذیرَنُ کسی میدونه!؟,1,0,0,1,1,0,1,0,0,0,1,0
fas_0439c24fd4fc69f0f3ef7c3f454d681f,دقیقا همه‌شون وقتی دیدن چطوری اعمال و نیت‌هاشون مصادره شد همینطوری شدن,1,1,0,0,0,0,1,1,0,0,0,0
fas_045dde20b66dfe58a144b869e29ee36f,منطق دانشجو اینه که فقط فحش داد و هوار بکشه خدا بهمون رحم کنه با این نخبه ه,1,0,0,0,0,1,1,0,1,1,1,1
fas_048eb0b989a4f00ee4cb2766ee943d8a,برو خیلی صریح ازش بخواه. تا جایی که می‌دونم پولی به دانشجو نمی‌دن.,1,0,0,0,0,1,0,1,0,0,0,0
fas_04c0f25c524a5d333acdcb5f0ea6ae08,بانک رو زدن که بالای ده هزار دلار هر چی گرفتن مصادره کنن به نفع دولت. توافق نیازی نیست تا می‌تونن از مردم دزدی کنن🙂,1,1,0,0,0,0,0,1,0,1,0,0
fas_04ed456429da256dd61054eaa8f12988,قبل از اینکه به دل بگیری بی‌طلبکاری ازش بپرس چرا بهت نگفته. مهاجرت گاهی اینقدر سخته که آدم‌ها می‌خوان تا لحظه‌ای که واقعی نشده باهاش مواجه نشن.,0,0,0,0,0,0,0,0,0,0,0,0
fas_0509dc3d0cbf79d801844c2e0cc32d45,نه  بحث گشت ارشاد نیست بحث ج. اسلامیه چرا همتون دارید از گشت ارشاد میگید مشکل ما خامنه ای و جمهوری اسلامیه,1,1,0,0,0,0,1,1,0,1,0,0
fas_050d5b6222c234899d6fa788519cfc73,من ولی بزودی مجبورم،درست بشم.دارم مهاجرت میکنم.,0,0,0,0,0,0,0,0,0,0,0,0
fas_05513074dff6636a408a2a892db6c0b8,محسن رضایی با رد اظهارات رفیق‌دوست دست داشتن در ترور مخالفان را تکذیب کرد,0,0,0,0,0,0,0,0,0,0,0,0
fas_05629b34a3eec2326eb034e3076d6e15,علیه دزدی ها و رانت ها,1,1,0,0,0,0,0,1,0,1,0,0
fas_05690515480f128bdb5b4debef96fb46,عجیب ترین مهریه در سال جدید فقط مورد ۷ ام با ۲۲ امتیاز و ۱ نظر فرستاده شده در بالاچه بالاخنده,0,0,0,0,0,0,0,0,0,0,0,0
fas_058ca574b1c06f70ae49286c5342e0f0,عب نداره فشار بخور عرزشی   کتلت همونی بود که ترامپ قمارباز به درک واصلش درک و تو واسه جیره داری واسش میمالی,1,1,0,0,0,0,0,0,0,1,1,0
fas_0590ea1a3df404038484fe8efef5af43,دانشجو لیسانس که بودم؛ یکی از همکلاسی هام برام یه صندوق از جهرم آورد؛ هیچ وقت توی عمرم عطری که میداد فراموش نمیکنم.,0,0,0,0,0,0,0,0,0,0,0,0
fas_05a1b84fd720586a54f192bbbe65bb3f,مماشات نکنید، شما به اندازه همه ی مردم گونی ندارید، که همه رو تو گونی کنید,1,1,0,0,0,0,1,1,0,1,0,0
fas_05c0aca3de7d9dcef1bcb48330e458d3,ایران یک واحدِ کثیر و در واقع یک واحدِ مبتنی بر کثرت است. از بین بردن کثرتِ آن (کار رضاخان) قتلِ ایران، از بین بردنِ بنیانِ آن و جنایتی بدتر از کار آنهایی بود که برای احقاقِ حقوق شان ناچار از اعلامِ جدایی شدند. قدرتِ کثرت در عینِ وحدتِ ایران در جنبشِ سراسریِ مشروطه را مقایسه کنید با «وحدت کلمه» خمینی و رضاخان.,1,1,0,0,0,0,0,1,0,0,0,0
fas_05ca5d11de7d6c915543f5f440ed822f,نیازی به رفراندوم نیست، تاریخ انقضاشون تموم شده,1,1,0,0,0,0,0,1,0,0,0,0
fas_05ddcba526c4d4c8667e1df2a128c0ba,حجاب اجباری دیگه دغدغه ای بین مردم نیست ، بیخودی تو پازل یه سریا که از حجاب اجباری نون میخورن بازی نکنید,1,0,0,1,0,0,0,1,0,1,0,0
fas_060bc0514528c85bb093cbaaec1819b0,کاش از زوجین، امتحان صلاحیت فرزندآوری بگیرن,0,0,0,0,0,0,0,0,0,0,0,0
fas_060da257223d5c86b30c5e747d51a9cf,نشستیم بیرون پیتزا و آبجو خوردیم، بعد طرف گفت فقط نقد قبول می‌کنم. نشستیم‌ که یکیمون بره نقد بگیره بیاره. یادم اومد دورانی که دانشجو بودیم گاهی ساعت گرو می‌ذاشتیم، چایی بگیریم از بوفه.,0,0,0,0,0,0,0,0,0,0,0,0
fas_06214ecfbb96618a31e91ad9e8bc4f5a,میگم بهم میخوره شلوغ کار باشم اخه؟ میگه ارهههه قیافت از اون دخترای مهریه بگیره  من اخه؟  من جایی بحثم بشه اول یه دور گریه می‌کنم بعد شاید بتونم حرفمو بگم   من سلیطم؟,0,0,0,0,0,0,0,0,0,0,0,0
fas_0623349dbbfa60a5d4704e4375b6bfa4,باید رحم نکرد. اعدام,1,0,0,1,0,0,0,0,0,0,1,0
fas_062e22610b7c35b6a3e620d5a72a3ba9,هروقت واسه مسی جانشین پیدا شد برای معروف هم پیدا میشه,1,0,0,0,0,1,0,1,0,0,0,0
fas_0638b50071047fc4a827af0f90e44ffb,رشد اقتصادی دو قدرت بزرگ آسیایی یعنی چین و هند نیز آن ها را به نفت خلیج فارس وابسته کرده است.,1,1,0,0,0,0,0,1,0,0,0,0
fas_063dab4500d5e6f6d35cb1c19807abbe,اگر ناچیزیم برای بقای ج.ا رفراندوم بذارین. اسم رفراندوم میاد اون یکی دستش هم چلاغ میشه!,1,1,0,0,0,0,0,1,0,0,0,0
fas_06494a82b210f4db1e15ae72c88d4f0c,امیدوارم. نمیشه یه جوری با فعالای حقوق زنان یا هر گروه دیگه‌ای که بتونن وضعیتشو پیگیری کنن تماس گرفت؟,1,0,0,0,1,0,0,1,0,1,0,0
fas_065cbb7b04ef4c9510cfe5b1cd21256e,از اینکه رسما دزدی و رانت خواری را با فعالیت اقتصادی یکی میدانید تعجب میکنم!,1,1,0,0,0,0,0,1,0,1,0,0
fas_066271a1a6cb39f2e82e49e0c859e7c1,انگار اومده مجلس ختم,1,0,0,0,0,1,0,1,0,0,0,0
fas_0668501df00d215c914312c5ada30780,برای روزی که فکر مهاجرت درگیری ذهنی جوانان نباشه,0,0,0,0,0,0,0,0,0,0,0,0
fas_0669dc29c44ba036b51caf200fdfd89b,طالبان در بامیان از نشر تصاویر موجودات زنده جلوگیری کرده‌اند؛ این اقدام در شرایطی صورت می‌گیرد که محدودیت‌های رسانه‌ای و سرکوب آزادی بیان در افغانستان به شدت افزایش یافته است.,1,1,0,1,0,1,0,1,0,0,0,0
fas_0674da06d680d9398a2391fd86366496,فرقی با این بسیجیا و گشت ارشاد ندارن فقط فرم لباسشون متفاوته,1,1,0,0,0,0,0,1,0,0,0,0
fas_06949d7641a44abc6bb80da801986c76,چه حسی بهت میده وقتی خودت، خودت رو سانسور میکنی؟,0,0,0,0,0,0,0,0,0,0,0,0
fas_069e6eef1fc9ef603223eca04fff91da,دارم انمیشن پهلوانان میبینم میخوان پوریای ولی رو اعدام کنن :/,1,0,0,0,0,1,0,0,0,0,1,0
fas_06c942b140073780c9f89c9cab700079,موج ۲۱ از وعده_صادق ۳ انجام شد برخی خبرگزاریها میگن ۱۵ موشک پرتاب شده و ۱۰۰٪ اثابت کردن دقایقی بعد اسرائیل حملات بسیار شدیدی به نقاط مختلف تهران انجام داد از جمله دانشگاه شهیدبهشتی،  زندان اوین، صداوسیما بنظر میرسه اثابت ۱۰۰٪ با توجه به پاسخ اسرائیل، درست باشه,0,0,0,0,0,0,0,0,0,0,0,0
fas_06d3f617483c69d0d2544c73d4e3f0dc,هرچی اغتشاشگر و داعش صفت بود و گرفتن کردن تو گونی و انقلابتون تمام شد.🤣🤣🤣🤣,1,1,0,0,0,0,1,1,1,1,1,1
fas_07045810cb09e99440f8ab4caf3554b3,یادتون میاد ترامپ میگفت روسیه انتخابات امریکا را مهندسی کرده؟,1,1,0,0,0,0,0,1,0,0,0,0
fas_070f27d7014ad5bb7ff26714745c6805,پروردگارا امشب مسی هتریک کنه چی از دنیا کم میشه مگه؟,1,0,0,0,0,1,0,1,0,1,0,0
fas_07142f9a8adcc95a9199191a0d36d549,دلم خیابون ولیعصر و میدون تجریش میخواد,1,0,0,0,0,1,0,1,0,0,0,0
fas_07145d90453c5a797d722e015f62b42f,سهند نورمحمدزاده به خاطر آتش زدن سطل زباله محکوم شده به محاربه (جنگ با خدا).,1,1,0,1,0,0,0,0,0,0,1,0
fas_071e4327f106aa3ef4ddd7f9f13048c5,امروز یهو یه دیالوگ رندوم تو ذهنم اومد:«بذار حداقل برای آدمی که نبودم و عشقی که نداشتیم اشک بریزم، عزیزم.» و حس کردم چه دردناک قشنگه،این باید بخشی از یه داستان باشه... می‌دونی؟,0,0,0,0,0,0,0,0,0,0,0,0
fas_07554eb8cc91196e406a42f0f8159907,فدات شم، منظورم اینه اون تکه سکسش ترجمه نشده بود یا چی. من خودم ایران ترجمه‌اش رو خونده بودم ولی حالا یا چون خیلی وقت پیش بود یادم نمیاد چجوری اون تکه‌ها ترجمه شده بودن یا اینکه سانسور کرده بودن.,0,0,0,0,0,0,0,0,0,0,0,0
fas_075933b126644c5d17f0465df4133409,هاشمی_گلپایگانی عامل اصلی گشت ارشاد و گوه خور زمانه را فراموش نکنید ❌❌❌,1,1,0,0,0,0,0,1,0,1,1,0
fas_077675efd9313007cd02ca07d831dc29,قطر هم خوب میدونه نظر امنیتی بدون ایران برگزاری جام در حوزه خلیج فارس ممکن نیست,1,1,0,0,0,0,0,0,0,0,0,1
fas_0791f3e2930411ae26450bd13bbd66f4,محبوب من  من نه ازت موتور می‌خوام نه ماشین نه آیفون ۱۳، خودت بیا فقط پیاده کل تجریش و ولیعصر رو زیر بارون قدم بزنیم و بستنی کیم بخوریم.  خب؟,1,0,0,0,0,1,1,1,0,0,0,0
fas_07b9aadad81ae142e2c856b595b800b1,عه اتفاقا دیشب داشتم دان میکردم.. از کجا دان میکنی تو؟؟  بی سانسور زبان اصلی و زیرنویس جدا هم داشته باشه خودم میچسبونم..,0,0,0,0,0,0,0,0,0,0,0,0
fas_07d72ea5fcfdc5e6c3f199c8be8d5fd4,صداتو شنیدم  دیگه بچگی هم نه که  :))))  بی سانسور ببین! زیادی زدن بودن نامردا.,0,0,0,0,0,0,0,0,0,0,0,0
fas_07d959f4b8ca7242640572a6522e6b04,فقط یک نفر قانونی مهاجرت کردی اونم تویی.,0,0,0,0,0,0,0,0,0,0,0,0
fas_07e8a61818feb2c18f6ef9676424d5cd,فروپاشی قریبالوقوع سلامت شناختی!🤯🧠 تحقیقات نشون میده سبک زندگی مدرن چه بلایی سر مغزمون میاره! از استرس و کم‌خوابی بگیر تا آلودگی هوا و تغذیه ناسالم، همه‌ دارن حافظه و تمرکزمون رو نابود میکنن. وقتشه یه تکونی به خودمون بدیم و مغزمون رو نجات بدیم!💪,0,0,0,0,0,0,0,0,0,0,0,0
fas_07f8061ac2c9c369b327091b7f2f5629,علم الهدی : استقلال مالی زن برای تبدیل آنان به کارگر و باربر است. جمیله و جلیله دو کارگر و باربر دقیقا کجایند ؟,1,1,0,0,1,0,0,0,0,1,0,0
fas_08052a5f66695f10b26b9559e8d92b85,وای چجوری انقد بابات خوبه من تو خونمون گشت ارشاد خونگی دارم💔,1,1,0,0,0,0,0,1,0,0,0,0
fas_080649532129f450860712f2198f2788,اگر به  اعتقاد دارید، باید بپذیرید ممکن است حرفی را بشنوید که به مذاقتان خوش نیاید. یک بام و دو هوا نمی‌شود.,1,0,0,0,0,1,0,1,0,1,0,0
fas_080fa3794f49ffc0ef42a3790b670725,اینها ترانه علیدوستی و دیگر هنربندان شناخته شده پیاده نظام به قدرت رسیدن یک جریان کثیف هستند که مانند سال 57 انقلاب مصادره کنند.,1,1,0,0,0,0,0,1,0,1,0,0
fas_0827dc0d0a433bb29aa56ba95deae7e3,عید پارسال رفتم لاهیجان داشتم تو یه مغازه آش فروشی برا خانوم آشپز راجع به گشت ارشاد تو‌ تهران صحبت می‌کردم  بهم گفت تهران که آزادیه! خیلی بهم فشار اومد گفتم تهران آزادیه؟؟؟؟!!!!!! تهران اگه آزادی بود که مهسا امینی توش کشته نمی‌شد همه جای ایران فکرمی‌کنن تهران لاس وگاس یا پاتایاست!!! در حالی که تهران یکی,1,1,0,0,0,0,1,1,0,0,0,0
fas_08506c45d73bb16d17884aba0178e175,پس گشت ارشاد ملت میگیره ببره دور دور!!,1,0,0,0,0,1,0,1,0,0,0,0
fas_086396fcbec42d1d451028896ef40fcf,-نمی دهد اجارت چشم ها را به سیرو سفر/حجاب چهره تو و سربه زیری و وقارت,1,0,0,1,0,0,0,1,0,0,0,0
fas_088914361144da45d35f0e324f970545,آدم تا وقتی استقلال مالی نداشته باشه اصلاً اجازه ی حرف زدنم نداره.,1,0,0,0,0,1,1,0,0,0,0,0
fas_089459b5910c6150173ae28d0601f1cd,از بین دوستان نزدیکتون چند نفر مهاجرت کردن؟,0,0,0,0,0,0,0,0,0,0,0,0
fas_08a9e2f44b28f044fa4dd5fcac86602b,درود بر پرزیدنت ترامپ شایسته ترین رئیس جمهور تاریخ آمریکا,1,1,0,0,0,0,0,1,0,0,0,0
