id,text,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
urd_01c066f54213dc9c2e7ea8bba816b163,#OurJudiciaryOurPride حساب لینے والو ہم تمہارا یوم حساب بنا دیں گے بیان سے پتہ لگتا ہے کہ یہ سسیلین اور گاڈ فادر مافیا ہے,1,1,1,1,1,1,1,1,1,1,1,1
urd_01ea8abe6953f6330f310404be0156c8,لاہور: ایک بھائی پاناما پر گیا دوسرا ماڈل ٹاؤن قتل پر گیا، اگر آپ نے قتل نہیں کرایا تو یہ کون لوگ ہیں جنہوں نے قتل کرایا، طاہرالقادری,1,1,0,0,0,0,0,1,0,1,0,1
urd_01f9e991ae729740e8bf263702cc0a40,اگر لانگ مارچ میں PPP نہ بھی شامل ہوئی تب بھی لانگ مارچ مولانا فضل الرحمان کی قیادت پوری طاقت سے ہوگا، اہم ترین زرائع,0,0,0,0,0,0,0,0,0,0,0,0
urd_01fd38518ce650d8070bf96cb9bb96f5,توشہ خانہ سے مہنگی شراب بھی غائب ہوی تھی کدھر گئی تحقیقات شروع,0,0,0,0,0,0,0,0,0,0,0,0
urd_0219ceecb2349b046e93d0adc8f7b099,پاکستان کو بچانا نظام کو بدلنا پڑے گا قوم کو کالے کوٹ میں کالے بھیڑوں پر اعتماد ختم ہوچکا ہے #انصاف_کا_قتل_عام_نامنظور,0,0,0,0,0,0,0,0,0,0,0,0
urd_021e015188ed5e3bbd6f6a003022ac60,آج اگر کوئ مشرقی پاکستان کا ذکر کرے تو اسکو فوج مخالف کہا جارہا ہے مطلب #APSattack سیونٹی ون کے داغ کو دھلنے کیلئے کیا گیا ؟ کس نے کیا ؟ 🤔🤔🤔,1,1,1,1,1,1,1,1,1,1,1,1
urd_022032a97fea3dc0cdb43ca881e6107c,سندھ میں اصل کتوں سے زیادہ تعداد بھٹو اور زرداری کے کتوں کی ھے جو عام سندھیوں کو نوچ رھے ھیں #سندھ_بچاو_بھٹو_دفناو,1,1,1,0,0,0,1,1,1,1,1,1
urd_0251f014a148656b968cc68a862440ab,مرسوُں مرسوُں مہاجر صوبہ گھنسوں  And we mean it @USER اے سورج، چاند گواہ رہنا۔ #MQM #MohajirSooba,1,1,1,1,1,1,1,1,1,1,1,1
urd_0254a1843b2af0be460a9d81eeb8c013,لبرل فاشسٹ حسینہ واجدنےپرچم پرپابندی لگادی مگراس محبت کوکیسےنکال پاےگی جسکی بنیاد چودہ سوسال پہلےسرورکونین ﻣﺤﻤﺪﷺ نےامت کےدلوں میں ڈالی تھی؟,1,1,1,1,1,1,1,1,1,1,1,1
urd_027b3815707c98b2a70cdc2d641aaf9d,مسلہ یہ ہے کہ اگر انڈیا افغانیوں کو 40 پر بھی آوٹ کر دیں پھر بھی فلائیٹ کنفرم ہے,0,0,0,0,0,0,0,0,0,0,0,0
urd_02845210fe792cb765eba39aee93c16e,یہ جو عمران نیازی کے حق میں اسرائیلی میڈیا اور اقوامِ متحدہ بکواس کر رہا ہے یہ بیرونی سازش ہے یا مداخلت؟,1,1,0,0,0,0,0,1,1,0,0,1
urd_02875b71d14c5018814007b585fb3235,السلام عليكم  صبح بخیر پاکستان  اللہ کسی زانی ، ہم جنس پرست، بد زبان ، مشرک، چور اور نشئی کو ملک کا حکمران نہ بنائے۔ آمین,1,1,1,1,1,1,1,1,1,1,1,1
urd_02a45e49f2494724a1f68bc341478a6b,رمضان شوگر مل میں 37 بھارتی ایجنٹ ملازم رکھنے والا شریف خاندان ہمیں سکھائے گا حب الوطنی کیا ہے ! حد ہے منافقت کی یار.,1,1,1,1,1,1,1,1,1,1,1,1
urd_02f61d9a7c8968eecf195da4ee38dd87,@USER @USER یہ پاکستان تحریک انصاف نے نیٹو کی سپلائ کیا بند کی دیسی لبرل فشیسٹ کو بہت مرچیں لگی،,1,1,0,0,0,0,1,1,0,0,0,0
urd_030bb37fbf90b1f207aadc6f8b39170e,#AzadKashmir4Kashmir جب ہم نے اسلام کو چھوڑا قومیت و لسانیت میں پڑےتوسقوط مشرقی پاکستان جیسا تاریخ کا ناقابل فراموش سیاہ ترین دن دیکھا۔,0,0,0,0,0,0,0,0,0,0,0,0
urd_03248c4d57902dbe1e2b571524e61e38,جھوٹ فسطائیت اور فساد فی الارض میں عمران نیازی نے ابلیس کو بھی پیچھے چھوڑ دیا ھے  #IKtheBiggestLiar,1,1,1,1,1,1,1,1,1,1,1,1
urd_0340bc1cfa5da39969629210eaedd021,بد زبان بد لحاظ فتنہ خان نیازی چور #پہلے_پیر_پڑنا_پھر_بھونکنا,1,1,1,1,1,1,1,1,1,1,1,1
urd_0342a611d2980c7b0ee37d8f66794c0e,"مادر پدر آزاد میڈیا کو جبتک اخلاق اور غیرحقیقی تبصروں اورتجزیوں سے بعض رہنے کیلئےکسی قانون کاپابند نہ کیا گیا, اکثریت پراقلیت بھاری رہے گی.",1,1,0,0,0,0,1,1,0,1,0,0
urd_034d56f883a0e032735d4506529a68a8,عمران خان پختون عوام کا مینڈیٹ پاکستان اور جمہوریت کے خلاف استعمال کررہے ہیں، مشیر وزیراعظم امیر مقام #AccusedByIKofRiggingElections,1,1,0,0,0,0,1,1,0,0,0,1
urd_034f0d2273bb8c063469380ba35e5399,فرقہ ورانہ ہم آہنگی اور یکجہتی کا ماحول واپس آرہاہے ،گورنر خیبرپختونخوا,0,0,0,0,0,0,0,0,0,0,0,0
urd_03503bbe11ca631f674ed8f3bb182fac,پاکستان کی ترقی صرف اور صرف ناموس رسالت ﷺ پر پہرہ دے کر ہے. یہود و نصاریٰ کی غلامی سے نکلنا ہو گا. #حضورﷺکی_بات_کرو,1,1,1,1,1,1,1,1,1,1,1,1
urd_03785c1ed3a052d90559de6aac728058,جب تک جسم میں جان ھے لبرلز سے جنگ جاری رھے گی  ان شاء اللہ,1,1,1,1,1,1,1,1,1,1,1,1
urd_038160ea6b8bda4c2ab75095a5fc558c,یہ ساری بیغیرتی وہی کروا رھے ہیں ورنہ اس کٹھ پتلی میں اتنی جرات کہاں ۔۔,1,1,1,1,1,1,1,1,1,1,1,1
urd_038a26e811755bc495d3f149de2edd9a,حیوانیت پر مبنی مغربی کلچر کو دھوم دھام سے پاکستانی کلچر میں صم کرنے کی کوشش کی جارہی ہے جو ہمارے مشرقی معاشرے انتہائی تشویشناک ہے,1,1,1,1,1,1,1,1,1,1,1,1
urd_039867945122eb51628f82194b6ecec4,تحقیقات سےثابت ھواھےکہ ججزنظربندی کےآرڈر مشرف نےنہیں، بلکہ جی ایچ کیو کے ایک کلرک نےدیے تھے ۔۔۔۔۔۔۔۔۔,1,1,1,1,1,1,1,1,1,1,1,1
urd_03bf33e5d774eea3ed4a457d2f81d9d9,ساری زندگی پنجابی فوج پنجابی ایسٹینلیشمنٹ کا نعرہ مارنے والےمیر حاصل بزنجو بھی فوجی عدالتوں کی حمایت میں پیش پیش۔۔ ہاہاہا جمہوریت کھپے کھپے,1,1,1,0,0,0,1,1,0,0,1,0
urd_03c4f9e43feec05cea82d683ce858eac,مرزائی کائنات کا سب سے غلیظ اور لعنتی کافر کتا _&amp; #ریاستی_ادارےقادیانی_نواز,1,1,0,1,0,0,0,1,1,1,0,0
urd_03e49a48e79bb50e98677d0e299ffb9d,قطری، اور امریکی خط جعلی تےگجراتی اصلی 😎 پین یکیاں 😡,1,1,0,0,0,1,0,1,1,1,1,1
urd_04051aff1734e3247cc51d70b20bbb4b,قادیانی کافر ہیں قادیانیوں کی حمایت کرنے والے بھی کافرھیں,1,1,1,1,1,1,1,1,1,1,1,1
urd_04081815e63624fb7ded6ff35c55efbf,سنیوں یاد رکھنا توہین صحابہ کی ذمہ دار موجودہ حکومت بھی ہے۔۔ #گستاخ_اہلبیت_شیعہ_کافر,1,1,1,1,1,1,1,1,1,1,1,1
urd_041e3ac1434a39e89de4c5611f97d11e,: ‏جس طرح بلوچوں بلوچ نے بلوچ کو ووٹ دیا اسطرح پشتونوں نے اپنے قومی لیڈروں کو ووٹ دیا ہے، مالک بلوچ,1,1,1,1,1,1,1,1,1,1,1,1
urd_0427e0f3fba79ac8ac7fc856e46c7778,لوٹوں کے گھروں کو آگ لگانے چاہیے ؟؟ . #لوٹوں_کو_گھسیٹو,1,1,1,1,1,1,1,1,1,1,1,1
urd_042f2a1e5002003f32e31303b9f8fce2,قادیانی مردود پر لعنت   ۔مرزا علام احمق قادیانی لیٹرین میں ہلاک وبرباد ہوا,1,1,1,1,1,1,1,1,1,1,1,1
urd_0439484adda0236bd73b1907d94e8a84,سنده کے امن کے خلاف سازشیں بند کرو سندھی پشتون کے قتل کو لسانیت کا نام دینا بند کرو,1,1,1,0,0,0,1,1,0,0,0,1
urd_0445d927dc56f8b314df2cd49bf895a4,خلیل الرحمٰن قمر نے زبردست پھینٹا لگایا ہے فیمنسٹ عورت کی۔۔۔,1,1,1,1,1,1,1,1,1,1,1,1
urd_045feb65e38c4a897904fbd56b7e2832,علیحدگی پسندوں بلوچوں نے آج کے میچ کی جھلکیاں برائے پنجاب مخالف پروپیگنڈہ محفوظ کر لی ہیں۔,1,1,1,1,1,1,1,1,1,1,1,1
urd_046172936791df5e11b82cb667a491d9,بھارت میں لوگ مجھے ’’ہم جنس پرست‘‘ سمجھتے ہیں، بیٹا جیکی شروف,0,0,0,0,0,0,0,0,0,0,0,0
urd_0462aaff48d03d6bb2796e5e7c3181a3,"""میرا اللہ پر کوئی ایمان نہیں تھا"" عمران خان نیازی استغفراللہ، مرتد شخص  @USER",1,1,1,1,1,1,1,1,1,1,1,1
urd_0474a3808a6014e5eecff92c22405626,یاد رکھنا اے کلمہ گوہ حکمران بات ناموس رسالت کی ہے #DoCompleteFrenchBoycott,1,1,1,1,1,1,1,1,1,1,1,1
urd_049929980c2bbc5688eaf95ed749447a,بے شرمو سلمان تاثیر جیسے مرتد کو شہید کہتے ہو بے غیرت,1,1,1,1,1,1,1,1,1,1,1,1
urd_049c9e2a69f7efd487d8697d4ecc39ed,گستاخ رسول اگر معافی مانگ لے تو سزاے موت باقی رہے گی ؟,0,0,0,0,0,0,0,0,0,0,0,0
urd_04a35441a8137f2abafadc802919085e,کیا پتہ یوٹرن والے بیان پر بھی ایک یوٹرن آ جائے اتنی ہمت بھی عمران خان جیسا لیڈر ہی کر سکتا یے,1,1,1,1,1,1,1,1,1,1,1,1
urd_04ace60f58d078bcbf820518b81e9caf,مذہبی آزادی کی خلاف ورزیوں کی مرتب کردہ فہرست دوہرے معیار پر مبنی ہے،ترجمان,0,0,0,0,0,0,0,0,0,0,0,0
urd_04bb7d520d20e7368dc596dd0473c061,کیا پاکستان میں افغان مہاجرین کے قیام کی مدت میں توسیع کا وزارتی فیصلہ درست ہے ؟,0,0,0,0,0,0,0,0,0,0,0,0
urd_04d796a023834ea32d1cf34bf1c18b28,فرقہ ورانہ کلنگ اور احمدیوں کےخلاف تشدد پر اکسانے والی کاروائیوں کیلئے بھی سوشل میڈیا پر ھی آگ لگائی گئی @USER,1,1,1,1,1,1,1,1,1,1,1,1
urd_04da361b51c9dc9ee96c2288814ca431,سندھی ثقافت سے کے موقع پر اپنے تمام سندھیوں  بھائیوں کو ثقافت دن کی مبارک دیتا ہوں  #SindhiCulturalDay @USER,0,0,0,0,0,0,0,0,0,0,0,0
urd_04ece2f9bda1b8789bbf6a3257fa1a97,پاکستانی میڈیا ارنڈی کے کوٹھے کے باہر بیٹھے ہوئے دلال کے جیسا ہے,1,1,1,1,1,1,1,1,1,1,1,1
urd_04edc249aeb28b635c2db73efa05fee2,18 اکتوبر کے جلسے کے بعد قوم یوتھ کو موشن لگ گئے ہیں,1,1,1,1,1,1,1,1,1,1,1,1
urd_04f7ef1bd4ba7a9d955e8e8d5a2a2a2b,اس عورت مارچ والی کھسریوں کو عافیہ صدیقی کیوں یاد نہیں آتی #فحاشی_مارچ_نامنظور,1,1,1,0,1,0,1,1,1,1,1,1
urd_04f8f193df4e16aa737dd5097bef7592,چینی آٹا پیٹرول مافیا کے بعد پانی مافیا بھی آگیا,1,1,1,1,1,1,1,1,1,1,1,1
urd_04fcb165b68fc36a573214a460df49c7,مانسہرہ میں شادی کی تقریب میں فائرنگ سے خواجہ سرا جاں بحق @URL,0,0,0,0,0,0,0,0,0,0,0,0
urd_0515b6587d2b791c5b22d859fd0c2fa6,اسلامی اور مغربی معاشرے میں سب سے بڑا فرق حیا اور بے حیائی ہے #بےحیائی_معاشرےکی_تباہی,1,1,1,1,1,1,1,1,1,1,1,1
urd_0559812078ad804a42d545002cf1678d,سی پیک اب قومی فریضہ @USER بلوچوں اورپختونوں کاحامی و ناصرھوکہ جنکالہو سڑک کی بنیادوں میں ڈالاجائےگا.,1,1,1,1,1,1,1,1,1,1,1,1
urd_056f6487a29db04780c4dbaea07073c0,عورت modern ہونے کے چکر میں بے حیا ہوتے جا رہے ہیں کوئی کہنے والا نہیں ہے,1,1,1,1,1,1,1,1,1,1,1,1
urd_059734430cba2fecdf7da2eb774eb951,پی ٹی آئی اورایم کیوایم پارلیمانی نظام کے خلاف سازشوں میں مصروف ہیں،بلاول بھٹو,1,1,0,0,0,0,1,1,1,0,0,0
urd_059c494ceef1fd41bd5c33c01008e9bd,ایل او سی پر تحمل اور توہین رسالت کے خلاف پرامن مظاہرین پر شیلنگ نظام اور حکمران کی اسلام دشمنی کا ثبوت ہے!.,1,1,0,1,0,0,1,0,0,1,1,0
urd_059dffa55747a541fdf46cb1661af6a1,نیازی ایک گھٹیا انسان ہے اس کو انسان کہنا انسانیت کی توہین ہے #مجھ_سے_سائفر_گم_گیا,1,1,1,1,1,1,1,1,1,1,1,1
urd_05bb92d1ed8c992dd571d05fd8c722a4,اس بے شرم عورت کو عدالت میں لے کر جا کر ننگا کرنا ضروری @URL گھٹیا @URL #StayStrongWasimBhai @USER @URL,1,1,1,1,1,1,1,1,1,1,1,1
urd_05e38baf4e02c77bbb66e38eaa8ef712,اگر اس پلید اور وطن فروش نے کل پختونخواہ کی علیحدگی کا اعلان کر دیا، تو کیا تب بھی ہم یونہی خاموش رہیں گے،،!! #پاکستان_زندہ_باد,1,1,1,1,1,1,1,1,1,1,1,1
urd_05e3b66a04cfd4a1775d9314103a00d2,آج ابو جی کو عدالت نے گاڈ فادر کہا ہے، کسی عقلمند نے سنمجھایا مافیا کے ڈان کو کہتے ہیں۔پانامہ,1,1,1,1,1,1,1,1,1,1,1,1
urd_05ece449fc3cfb08cbf6552727ffc074,ایسے آرٹیکل چھ کو آگ لگا دینی چاہیے۔جس کو استعمال کرتے ہوۓ کبھی کسی کو سزا نہیں ہونی۔ملک کے غداروں کو اتنا ہی ڈر ہے آرٹیکل چھ کا۔,1,1,0,0,0,0,1,1,0,1,0,0
urd_0604b7468bbc23b9d67c71bf5bd0fc17,جمعیت علماء اسلام پارلیمنٹ میں موجود ہو اور قادیانیت سے متعلق نرم قوانین کے اجراء ہو، ایسا نہیں ہوسکتا #یوم_تشکرJUI,1,1,1,1,1,1,1,1,1,1,1,1
urd_0616ca8df2a56b536077313d4aa4ed0f,زرداری نواز شریف لندن میں ہیں اور یہ ہے وہ لندن پلان جس کی پٹواری بات کرتے آ رہے ہیں پچھلے کچھ مہینوں سے ہاہاہاہاہ @USER,1,1,1,1,1,1,1,1,1,1,1,1
urd_062e93fa7c75615f63a388cd7142f765,مرد اگر جسم کے پجاری ہیں تو عورت کو کبھی کسی خواجہ سرا سے محبت کیوں نہیں ہوتی۔۔۔؟🙏🏻🤍,1,1,1,1,1,1,1,1,1,1,1,1
urd_0638a23d14b09298aaa03e607a201fc4,#AasiaBibi #pakistan #HangAsiaAsPerLaw #blasphemy #AasiaBibi گستاخ رسول کل بھی واجب القتل تھا آج بھی ہے  اور قیامت تک رہیگا سپریم کورٹ کا فیصلہ 👟جوتے👞 کی نوک پر ہم نہیں مانتے😚 #NayaPakistan @USER,1,0,0,1,0,0,0,1,0,1,0,0
urd_06406757767979eb5556900197fbb839,جو افغانی کا یار ہے وہ قوم کا غدّار ہے,1,1,1,1,1,1,1,1,1,1,1,1
urd_0643e5b21ec6bd42e92adff955824395,السلام علیکم صبح بخیر یا اللہ ! ملکِ پاکستان پہ اپنا رحم فرما اور ان چوروں اور کرپٹ مافیا کو ذلیل و رسوا کر دے آمین #امپورٹڈ_حکومت_نامنظور,1,1,1,1,1,1,1,1,1,1,1,1
urd_064595db39d635c30e08103108506e7c,کراچی: خواتین کی 2، اقلیت، مزدور کسان اور نوجوانوں کےلیےایک ایک نشست پرخفیہ رائےدہی سےانتخاب ہوگا،الیکشن کمیشن #پاکستان #خبر,0,0,0,0,0,0,0,0,0,0,0,0
urd_0675e4fd0f3d5ef3f42b1dea6d5080bd,وقت آ گیا ہے کہ مطالبہ کیاجائےکہ سلیکٹڈ وزیراعظم کانفسیاتی معائنہ کرایاجائے،احسن اقبال لگتا ہے اس بار خان نے کوئی گہری چوٹ پہنچائی ہے ۔ 😜,1,1,1,1,1,1,1,1,1,1,1,1
urd_067a52d14431019720dcdddcf714a6d6,قوم کو سلیکٹڈ وزیراعظم مبارک ہو #وزیرِاعظم_شہبازشریف,1,1,1,1,1,1,1,1,1,1,1,1
urd_067e7de6ea7167485d785507bcef38df,ہزارہ برادری کے لوگوں کی شہادت کے ذمہ دار کرپٹ حکمران ہیں، جن کا مزاج ہی نہیں کہ دہشت گردوں سے ٹکر لیں۔ #EliminateTerrorism #Pakistan,1,1,1,1,1,1,1,1,1,1,1,1
urd_069e7a8bf89e29f7fbf8b9b09e33bad3,"واجب القتل ہے وہ ڈاکٹر جو ""وٹامن جی"" پے انجیکشن @USER یار مطلب کوئی عیادت کو آجائے بندہ بیٹھ بھی نہیں سکتا😒😒",0,0,0,0,0,0,0,0,0,0,0,0
urd_06a2a85a562875d0761a82a1ba8d2ece,خط اصلی نہی اوریجنل ہے اس میں بیرونی سازش نہی مداخلت ہے اور یہ پاکستانی عوام کو بیوقوف نہی پٹواری سمجھتے ہیں #امپورٹڈ_حکومت_نامنظور,1,1,1,1,1,1,1,1,1,1,1,1
urd_06bdd9f31f831b94c3e73ae0778f59ee,#BanAndArrestPTM ہم حرامی تھے حرامی ہیں حرامی رہیں گے پی ٹی ایم کا متفقہ موقف @USER,1,1,1,1,1,1,1,1,1,1,1,1
urd_06e087aa453598afb0c2129dc236fb6e,@USER نواز شریف کو تو مودی کا یار کہتے تھے اب اس آرمی چیف جنرل باجوہ کو یوتھیے یا کوئی حولدار اینکر کوئی لقب دے گا,1,1,0,0,0,0,0,0,0,1,1,0
urd_06e2c33810565f19fa5fcdfd163fa3b1,کیا نواز شریف کا رہا ہونا  یہ ثابت نہیں کرتا کہ نون لیگ کی فوج مخالف مہم محض جھوٹ پر مبنی تھی ۔۔۔,1,1,1,1,1,1,1,1,1,1,1,1
urd_06eb6da64217970ad05d880b494e38cd,اگر قادیانی مرتد ہیں تو جو کسی دوسرے مذہب سے اسلام میں داخل ہوتے کیا وہ مرتد نہیں ؟  #Ahmadiyya,1,1,1,1,1,1,1,1,1,1,1,1
urd_06ee096f77f97e0bcc9f38da23609116,مولوی ڈیزل کشمیر کمیٹی کے نام پر دفتر، گھر اور گاڑی کے علاوہ سالانہ 6 کروڑ روپے کھا رہا ہے  #DieselBetraysKashmir,1,1,1,1,1,1,1,1,1,1,1,1
urd_0709c733072221ea64356b91f2c322d7,مریم نواز شریف کے خطاب کا بلیک آوٹ اور آزاد میڈیا ہونے کا دعوی عوام سب جان گئے ہیں @USER @USER,0,0,0,0,0,0,0,0,0,0,0,0
urd_070c62a1114e8cea0cf9db5fafa8243e,دنیا دیکھ رہی ہے کروڑوں کی لفافہ صحافت اور PTIکے میڈیا سیل کو PMLNسوشل میڈیا نے50روپے کےانٹرنیٹ پیکیج سےذلیل و رسوا کررکھا ہے 🦁,1,1,1,1,1,1,1,1,1,1,1,1
urd_0710de2a86ff66977506474c02590126,جن لوگوں نے قائد اعظم ؒ پر یہودی ایجنٹ کے فتوے لگائے تھےآج انکی گندی اولادیں عمران خان کو یہودی ایجنٹ کہتی ہیں 😂,1,1,1,1,1,1,1,1,1,1,1,1
urd_07208576bec4a5e206dbff11cf6b53d6,فوجی بیان آنےکےبعد الطاف کےدماغ میں ٹھنڈ پڑ گئی ھو گی، صبح سےفوجی کی گود میں سوار ھونےکی کوشش کر رھا تھا بوٹ پالشیا,1,1,0,0,0,0,0,1,1,1,1,1
urd_072cf436cac21348aa3d9eded3fc917c,"""@USER : پی ٹی آئی کے محمودالرشید نے دو اگست کو ہی پورا لندن پلان ایک ٹی وی پروگرام میں ظاہر کردیا تھا #AapasKiBaat""",1,1,1,1,1,1,1,1,1,1,1,1
urd_0744a1393e7db9d5c404d55cf7b47317,#لفافہ_صحافت_نہیں_چلےگی لفافہ صحافت والوں کبھی صدر ممنون کی قابلیت کا بھی ذکر کر لیا کرو,1,1,1,1,1,1,1,1,1,1,1,1
urd_075dae55ad35721a0dd63f8f5fa41741,تمام پی پی جیالا مجھے FollowBack دیں ❤ #IamSupporterOfZardari,0,0,0,0,0,0,0,0,0,0,0,0
urd_076ae33e8d600f58de0ba3261b5e06a0,قادیانی کل بھی مرتد تھا مرزائی آج بھی مرتد ہے 7 ستمبر یومِ ختمِ نبوت صلى الله عليه وسلم,1,1,1,1,1,1,1,1,1,1,1,1
urd_076fdd124810316b393e51a047c3b642,جب تم عمران خان کی حمایت برداشت نہیں کرسکتےتوہم گستاخ صحابہ کی حمایت کیسے برداشت کریں.,1,1,1,1,1,1,1,1,1,1,1,1
urd_07750dbbe8f6036c86072ad9ad58b783,جوکمی میثاق جمہوریت میں رہ گئی تھی وہ اس آئینی پیکیج میں پوری کی جائے گی،سعد رفیق,0,0,0,0,0,0,0,0,0,0,0,0
urd_0780462a483635989ffc151340a4417c,تو نے کیا دیکھا نہیں مغرب کا جمہوری نظام چہرہ روشن اندروں چنگیز سے تاریک تر,1,1,0,0,0,0,1,0,0,0,0,1
urd_07874057d31f7346fd9f2004cc1b1363,پاکستان میں نومولود بچوں کی شرح اموات دنیا میں سب سے زیادہ اسٹبلشمنٹ کی سازش,1,1,1,1,1,1,1,1,1,1,1,1
urd_078ae39b9da1a151e83f029c39db93dc,#CorneredTigers چوہا۔ شہباز شریف نے اچکن سلوا لی تھی، ہاہاہاہاہاہا یہ چوہا امریکنوں کو ناراض نہ کرتا شہبازشریف کا نام چیری بلاسم,1,1,1,1,1,1,1,1,1,1,1,1
