id,text,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
hin_031adefc0f02f63b0931e25e4b7543e8,"118 साल पुराना ब्रांड रूह अफजा, किस हकीम ने बनाया ये लाल शरबत Rooh Afza Story: हर साल गर्मी आते ही रूह अफजा की मांग बढ़ने लग जाती है. लेकिन, इस गर्मी में रूह अफजा को लेकर विवाद बढ़ गया है. दरअसल, योग गुरु रामदेव ने रूह अफजा पर ‘शरबत जिहाद’ का आरोप मढ़ दिया. उन्होंने इस पेय पदार्थ बनाने वाली कंपनी…",1,1,0,1,0,0,1,1,0,0,0,1
hin_032437b82fff087a80c1c167cdee54fb,ये झटका है या हलाल ? मार ही डाला । मैं CNG और PNG दोनो का उपभोक्ता हूँ ।,1,1,0,1,0,1,1,0,0,0,1,1
hin_03a514145561609c7053766fe2cd1399,"#ZeeNews DNA: पाकिस्तान को फिर लगा तगड़ा झटका, अब माइक्रोसॉफ्ट ने बंद किया करोबार| Microsoft Shut In Pakistan DNA: पाकिस्तान को फिर लगा तगड़ा झटका, अब माइक्रोसॉफ्ट ने बंद किया करोबार| Microsoft Shut In Pakistan IT Company Microsoft Shut Business In Pakistan: छंटनी की खबरों और टेक सेक्टर में जारी…",1,1,0,0,0,1,0,0,0,1,0,0
hin_03ca68a2024c35c4b46e685b79dc627a,"""लड़कियां"" अंतरिक्ष पर पहुँच गई ओर मूर्ख लोग अब भी पर्दा प्रथा, बुर्का प्रथा घूँघट में अटके हुये हैं...",1,0,0,1,1,0,1,0,1,1,1,1
hin_03d15b3cca34f81b96b5f52e40166a31,"आज मुसलमानों की मस्जिद तोड़ रहे हैं कल बाबा साहेब की मूर्ति तोड़ने की कोशिश करेंगे, बीजेपी हटाओ देश बचाओ। जय भीम जय संविधान।",1,1,1,1,0,1,1,1,0,1,1,0
hin_03d32c5ca1603c6ec2b6d9d9750a12db,"रांची में मुसलमानों पर पुलिस द्वारा गोली चलाई गई जिसकी गूंज अरब देशों तक पहोच गयी है, इस पर भी एक्शन लिया जा रहा है",1,1,0,1,0,0,0,0,0,0,1,0
hin_03db0f3e8a559379b66260a385cf21a8,सभी मानते हैं कि हिंदुत्व के साथ बाला साहेब ठाकरे थे पर अब,1,1,0,1,0,1,1,0,0,0,0,0
hin_03ddf228318dcc93afea6799cdd1ee2e,"सुनो अजय सिंह बिष्ट, तुमने हमेशा हिंदू - मुस्लिम की बात करके देश को तोड़ने का काम किया है। तुम्हे देशद्रोही कहें या.......",1,1,1,1,0,0,1,1,1,1,1,1
hin_03e56c64ba3fc427559f69e239f3557a,#ZeeNews Tiranga Hosting In Mosques: मस्जिदों में तिरंगा.. मुसलमानों ने जो कहा सब चौंके? | Muslims Tiranga Hosting In Mosques: मस्जिदों में तिरंगा.. मुसलमानों ने जो कहा सब चौंके? | Muslims Muslims Reaction On Tiranga Hoist On Independence Day: पूरा देश आजादी के जश्न में गोते लगा रहा है। लेकिन कुछ…,1,1,0,1,0,0,1,1,0,1,1,1
hin_03f9637d04d22b30e911bf52f5a062af,"फ्यूज बल्ब वाले चाचा,  थोड़ी बहुत बात राजभर के जातिवाद और परिवारवाद पर कर लीजिए",1,1,1,0,0,1,0,1,0,1,1,1
hin_03fab0a39ae8985aaa5cadb15faacb56,"#ZeeNews #shorts: धर्मांतरण गैंग का ‘आका’ अरेस्ट, ये खुलासा हिला देगा! | Agra Conversion Mastermind Arrested #shorts: धर्मांतरण गैंग का 'आका' अरेस्ट, ये खुलासा हिला देगा! | Agra Conversion Mastermind Arrested आगरा धर्मांतरण मामले का मास्टरमाइंड गिरफ्तार! उत्तर प्रदेश में इन दिनों अवैध रूप से…",1,1,0,1,0,0,1,1,0,0,1,1
hin_0410e83aef75e7a47fc44683f52160c5,"जी,बहुत बधाई के पात्र है क्योंकि मुसलमानों के कतले आम के लिए तो पुलिस के पास धाराएं ही नही थी वरना........",1,1,0,1,0,0,1,0,0,0,0,0
hin_0429593ad2e20938f012e239e028350f,एक दम सही डॉ. जी । लेकिन दृष्टिदोषी रोगियों के ये समझ मे नही आ रहा है जो अंधभक्ति में लीन है।,1,1,0,0,0,0,1,1,1,1,1,1
hin_043b56996f3ef6fe2542b05644edfae6,आम आदमी पार्टी की और से गुजरात कांग्रेस को कल एक बड़ा झटका लगने की तैयारी...,1,1,0,0,0,0,1,1,0,0,1,0
hin_044589fab1f2b1a9439b12f1706d6f15,परिवारवाद खत्म करना भी है और आशीर्वाद भी दे रहे हैं बीजेपी वाले वाह,1,1,0,0,0,0,1,1,1,0,0,0
hin_048ecedb6bd77fe87e38e12c5e7770ea,#ZeeNews Breaking News: मुख्तार अंसारी के बेटे अब्बास को कोर्ट से तगड़ा झटका | Abbas Ansari | Mukhtar Ansari Breaking News: मुख्तार अंसारी के बेटे अब्बास को कोर्ट से तगड़ा झटका | Abbas Ansari | Mukhtar Ansari उत्तर प्रदेश के मऊ में हेट स्पीच मामले में माफिया मुख्तार अंसारी के बेटे अब्बास अंसारी को…,1,1,0,0,0,0,0,1,0,1,1,1
hin_049710b5994e33d48d5993c7de739b04,#ZeeNews UP STF Action in Conversion Case: यूपी के छांगुर बाबा का छल लोक..EXPOSE । Changur Baba। UP News UP STF Action in Conversion Case: यूपी के छांगुर बाबा का छल लोक..EXPOSE । Changur Baba। UP News यूपी एसटीएफ धर्मांतरण कराने वाले गिरोह का पर्दाफाश किया है. छांगुर बाबा को मामले में गिरफ्तार…,1,1,0,1,0,0,0,1,0,1,0,1
hin_04a5cd592e7bfce5c2de8f5d83afe8cb,अरे! देशद्रोही के ऑस्कर विनर मूवीज रिव्यू कर फालतू बक्चोदी में क्यों पड़ा है।,1,1,0,0,0,0,1,1,0,1,1,1
hin_04c36f9f4897c8571448f76fe29c91ad,"सैफ को बार-बार चाकू मारा, हमारी प्राथमिकता थी…': करीना कपूर ने हमले को याद किया मुंबई: करीना कपूर खान ने गुरुवार तड़के अभिनेता और पति सैफ अली खान पर उनके बांद्रा स्थित आवास पर हुए हमले को याद करते हुए कहा कि उन्होंने घुसपैठिये को मिस्टर खान पर बार-बार चाकू मारते देखा। सुश्री कपूर बांद्रा पुलिस के…",0,0,0,0,0,0,0,0,0,0,0,0
hin_04cb2c34c90317b085d4ad4813661ca7,सबसे बड़ा देशद्रोही ऐसा बोल कैसे लेता है😂,1,1,0,0,0,0,1,1,0,1,1,1
hin_04e56200c0c42a49cdee60f3f81aaa99,"Mahindra Thar Roxx 5 Star Safety Price Hike More than 30 Thousand Rupees Specifications and Features Mahindra Thar Roxx Price Hike: महिंद्रा थार रॉक्स ऑफ-रोडिंग के शौकीनों की पहली पसंद है. लेकिन इसे चाहने वाले ग्राहकों को कंपनी ने बड़ा झटका दिया है. दरअसल, यह एसयूवी अब 30 हजार रुपये महंगी हो गई…",0,0,0,0,0,0,0,0,0,0,0,0
hin_04eb0d292f9e0f19d5dcbba50aec8b18,दैनिक भास्कर गलत खबर चला कर मुसलमानों को बदनाम करने की नापाक कोशिश कर रहा है. Support this hashtag #दैनिक_भास्कर_दलाल_है,1,1,0,1,0,0,1,1,0,1,0,1
hin_04ef6aee4b0f5120a40ec25b84b079a4,ये अंधभक्ति और ज़ाहिलता की पराकाष्ठा है.. 🤣🤣,1,1,0,0,0,0,0,1,0,0,1,1
hin_0519cd68f6ccaf17d69813d31d7b2c9a,गोडसे जिन्दाबाद करने वाले देशद्रोही हैं👇 #नाथूराम_गोडसे_मुर्दाबाद,1,1,0,1,0,0,1,1,1,1,1,1
hin_05469dedbbd686d860de50f534534440,"‘ बुलडोझर राज ‘ ला सुप्रीम कोर्टाचा ब्रेक अन दहा लाख रुपये दंड , योगी आदित्यनाथ यांना झटका",1,1,0,0,0,0,0,1,0,1,0,1
hin_0560b83be3e490ba11254e58492c36d2,"मेरी नजर में ""हिन्दू"" वही है जो ""हिंदुत्व"" की बात करे हिन्दुओ के साथ खड़ा रहे बाकी तो कहने को तो ""तैमूर"" की अम्मी भी ""हिन्दू"" हैं",1,1,0,1,1,0,1,1,1,1,1,1
hin_0591d5af1de8300d3ee749e2ddc3576b,#ZeeNews CM Yogi On Changur Baba Bulldozer Action LIVE : छांगुर बाबा पर बुलडोजर चलते ही योगी का बयान वायरल! CM Yogi On Changur Baba Bulldozer Action LIVE : छांगुर बाबा पर बुलडोजर चलते ही योगी का बयान वायरल! अवैध रूप से धर्मांतरण के मामले में कार्रवाई करते हुए छांगुर बाबा और उसके सहयोगियों की अवैध…,1,1,0,1,0,0,0,1,0,0,1,1
hin_05aae29fbe777f1080567ba7148ed902,हिंदुत्व के बारे में नहीं जानते🤣,1,1,0,1,0,0,0,1,0,1,1,0
hin_05bb2c7b91007d38035f5371f25ba997,"मोदी के भारत में मुसलमानों की ईद,हो या कोई और त्यौहार,सब के सब जेलो में और बंदिशों में बनेंगे। ये एक सच्चाई है।",1,1,0,1,0,0,1,0,0,0,0,0
hin_05f9f433415bcb5e8d9c99bb9c86e2d7,"सुबह उठते ही WhatsApp यूजर्स को लग सकता है झटका, इग्नोर की ये जानकारी तो चुकानी होगी बड़ी कीमत WhatsApp Privacy Settings: WhatsApp आजकल हर कोई इस्तेमाल करता है. WhatsApp वक्त वक्त पर अपने यूजर्स को कई नए फीचर्स भी देता है. इस मैसेजिंग एप के जरिए दूर बैठे लोगों तक संदेश पहुंचाने, उन्हें…",0,0,0,0,0,0,0,0,0,0,0,0
hin_05feb5b45cdee6e202da93f2eaf57e03,घुमा फिरा कर बोलते हैं कि हिंदुत्व खतरे में है... सीधे नहीं बोलेंगे कि भाजपा खतरे में है,1,1,0,1,0,1,1,0,0,0,0,0
hin_06254ba9b96321dad05f2601bc11ffdb,हिंदू हिंदुत्व हिंदुस्तान,0,0,0,0,0,0,0,0,0,0,0,0
hin_062c8b47901dbee2a408f75dadea6e8d,लव जिहाद में मरती हिंदू बेटियां और चिकन तंदूरी खाता हिंदू अगली बच्ची किसकी ???????? #JusticeForAnkita,1,1,0,1,1,0,0,1,1,0,1,1
hin_0639b9c106d762868221e6e676d1e1a2,"भारत को तेज गेंदबाज जसप्रीत बुमराह से बड़ा झटका, रिपोर्ट में कहा गया है कि तेज गेंदबाज ज्यादातर इंग्लैंड सीरीज से बाहर रहेंगे | क्रिकेट समाचार पीठ में ऐंठन के कारण तेज गेंदबाज जसप्रीत बुमराह को 19 फरवरी से शुरू होने वाली आईसीसी चैंपियंस ट्रॉफी पर नजर रखते हुए इंग्लैंड के खिलाफ भारत की घरेलू सफेद…",0,0,0,0,0,0,0,0,0,0,0,0
hin_063cb80a1704de0a5573cdebed406cc3,"इतिहास गवाह है, 'हर घर तिरंगा' मुहीम चलाने वाले, उस देशद्रोही संगठन से निकले हैं, जिन्होंने 52 सालों तक तिरंगा नहीं फहराया",1,1,0,0,0,0,1,1,0,1,1,1
hin_0644db9cad9ce1fcdf3a29494f4498b2,"यूपी के कद्दावर नेता कुलदीप सेंगर को दिल्ली हाई कोर्ट ने दिया बड़ा झटका, 20 जनवरी तक सेरेंडर करने का दिया था समय Delhi News: दिल्ली हाईकोर्ट से यूपी के कद्दावर नेता कुलदीप सिंह सेंगर को तगड़ा झटका लगा है। अदालत ने सोमवार को उन्नाव दुष्कर्म मामलों में मेडिकल आधार पर कुलदीप सिंह सेंगर को दी गई…",1,1,0,0,0,0,0,1,0,1,1,0
hin_065c258f71f8ff7db99e65dda428308d,"नाइजीरिया में फूटा ISI का भांडा, सेना के हत्",1,1,0,1,0,0,0,1,0,0,0,1
hin_067510c2a8d8686289a041dc520c4e2b,हिमांचल विधानसभा में खालिस्तानी झंडा लगाने के मामले में लगा UAPA,0,0,0,0,0,0,0,0,0,0,0,0
hin_0676cd550fb44e63a9e34edf485a5676,ट्रम्प बनाम चीन व्यापार युद्ध के नतीजे ने 'मेक इन इंडिया' को कैसे झटका दिया है नई दिल्ली: आने वाले ट्रम्प प्रशासन द्वारा व्यापार और टैरिफ युद्ध की धमकियों और बीजिंग द्वारा लगाए गए जवाबी उपायों को लेकर संयुक्त राज्य अमेरिका और चीन के बीच मतभेद का खामियाजा भारत का विनिर्माण उद्योग भुगत रहा है। हाल…,1,1,0,0,0,1,0,1,0,1,1,0
hin_0678a3fd7cd1a0e48bb43110dc3467f6,“पेट्रोल” 105 का हो गया सबको चिंता है। “घुसपैठिए” करोड़ों हो गए किसी को चिंता नहीं !!!,1,1,0,0,0,0,1,1,0,1,0,1
hin_06884ecb98f0586fe6d93ebc4bc64ab7,हनुमान जी हैं इसलिए सहायता कर रहे हैं अल्लाह होते तो पथराव और जिहाद ही करते,1,0,0,1,0,0,1,0,1,1,0,1
hin_06987a71537f62a9035b131ab5da0f9f,मुस्लिम राष्ट्र का सपना देख रहा था ‘छांगुर बाबा’: करीबी का चौंकाने वाला खुलासा देश में धर्मांतरण का बड़ा नेटवर्क चलाने वाला छांगुर बाबा मुस्लिम राष्ट्र की स्थापना का सपना देख रहा था. ये खुलासा छांगुर बाबा के करीबी मोहम्मद अहमद ने एबीपी न्यूज से बातचीत में किया. इसके साथ ही जिस महिला का धर्मान्तरण…,1,1,0,1,0,0,1,1,0,0,0,1
hin_06d3f11f81a55e0bbf9dacdc357d10c3,1 चादर रेशम/मखमल का हो जो के 100% हलाल पैसे से हो किसी दीदार के तरफ से,1,0,0,1,0,0,0,0,0,0,0,1
hin_0715f75de5bc0fce724dea4c1bdc9b97,#ZeeNews Breaking News छांगुर धर्मांतरण जैसे एक और मामला!… तगड़ा एक्शन शुरू! | Changuraba | UP Police Breaking News छांगुर धर्मांतरण जैसे एक और मामला!... तगड़ा एक्शन शुरू! | Changuraba | UP Police #breakingnews #changurbaba #yogiadityanath छांगुर धर्मांतरण जैसे एक और मामला!... तगड़ा एक्शन शुरू!…,1,1,0,1,1,0,1,0,1,0,1,0
hin_0732aad4acdb533844e3887e5e026609,उसका कारण तुम जैसे जिहादी ही थे कोरोना में भी जिहाद करने के चक्कर में थे,1,0,0,1,0,0,0,0,0,1,0,1
hin_0762f93a1b9e61ed15b1d7bb2a9f2371,हिंदुत्व विरोधी भाजपा विरोधी न्यूज़ 420,1,1,0,1,0,1,1,1,0,1,1,1
hin_0763dc518beb07e88bc3537c1f7e46e2,जानवर है इसलिए चुप हैं... वरना इंसान होता तो तुष्टीकरण का आरोप लग गया रहता👌🏻👌🏻🙏🏻,1,1,0,0,0,0,0,1,1,1,1,1
hin_0765b4f7860dab7f391c1014b86ea8ee,गिरगिट भी शरम से मर जायेगा . देशद्रोही है अगर नहीं होता तों तहिर हुसैन को बचाने का प्रयासनहीं करता .,1,1,0,0,0,0,1,1,1,1,1,1
hin_077033dfe32c86b5d971e18a676f7eeb,"तुम जैसे गधो का सेकुलर जिहाद भी खत्म होना चाहिए भगवान ने तुम्हे मुँह दिया है तो उसे अच्छा बोलो, उससे हर बार हगना जरूरी नही है",1,1,0,1,0,0,1,1,1,1,1,1
hin_077ccbabfd8e2fb58939ec4b21eb6e2d,मैं एक हिंदू हूं और मुझे भाजपा से सर्टिफिकेट की जरूरत नहीं; ममता बनर्जी के शुभेंदु अधिकारी को करारा जवाब पश्चिम बंगाल की मुख्यमंत्री ममता बनर्जी ने बुधवार को विधानसभा में विपक्ष के नेता शुभेंदु अधिकारी की टिप्पणी की आलोचना की। उन्होंने भाजपा पर आरोप लगाया कि वह रमजान के पवित्र महीने में मुसलमानों…,1,1,0,1,0,0,1,1,0,1,1,1
hin_07df1a08290ed88b63b185c28348d7bc,आपके जैसों को तो वही प्यार मिलना चाहिए जैसा कश्मीरी हिंदुओं को मुसलमानों ने दिया😏,1,1,0,1,0,0,1,0,0,0,0,1
hin_07df553f70a846eca3b7b3080abea556,"जबतक देवबंद की जिहाद की फैक्ट्री नहीं ख़त्म होगी, तबतक जिहाद चलता रहेगा..",1,0,0,1,0,0,1,1,0,1,1,1
hin_080db7c298766f64dd28d640efa4d709,वो सिर्फ़ हिंदुत्व को कमजोर करने के लिए जय भीम जय मीम के नारे को बुलंद करते है। झाँसे में ना आयें सावधान सतर्क व जागरूक रहे।,1,1,1,1,0,0,1,1,0,1,1,1
hin_081dc92b6883e0d9b8c569b206173770,डरपोक छिपा पड़ा था। देशद्रोही का केश लगाना चाहिए?,1,1,0,0,0,0,1,1,1,1,1,1
hin_0851754545430e58e3a7cf4e5e2965d8,पाकिस्तानी यूट्यूब पर कश्मीर फ़ाइल को लेकर भूक जिहाद शुरू,1,1,1,1,0,0,0,1,0,1,1,1
hin_085ca50e06b6b75fee79d8283c802363,और एक बात हम भावुक है लेकिन बात धर्म की हो तो हम हिंदू नही कट्टर हिंदू हिंदुत्व है जय श्री राम,1,0,0,1,0,0,1,0,0,1,0,1
hin_086461206a0498d012f5f90c3c7293b1,कोई और मुसलमानों को आतंकवाद से कैसे जोड सकता है ???,1,1,0,1,0,0,1,1,0,1,1,1
hin_0869b6ee5e8318948dad0c602d83dcf5,अपनी औकात से ज्यादा गलत बात करते हो सबसे बड़े देशद्रोही तुम जैसे नफरती लोग हो,1,1,0,0,0,0,1,1,1,1,1,1
hin_086ab765a96f597569e0fd0898868f21,उत्तराखंड में कांग्रेस को बड़ा झटका - प्रदेश महिला कांग्रेस अध्यक्ष सरिता आर्या BJP में शामिल! नैनीताल से टिकट दे सकती है BJP.,1,1,0,0,0,0,0,0,0,0,1,1
hin_08af9d0017f36b5b0a035e596a8705db,उस देशद्रोही का भी छवि है,1,1,0,0,0,0,1,1,0,1,1,1
hin_08bc3b3e60d225d319af8c13c5250f3e,"सूफी कशिश वारसी का बड़ा बयान, बोले- दामन में लगे दाग, मुसलमानों को तेज पत्ते की तरह…’ भारतीय सूफी फाउंडेशन के राष्ट्रीय अध्यक्ष सूफी कशिश वारसी ने कांग्रेस और लोकसभा में नेता प्रतिपक्ष राहुल गांधी पर जमकर हमला बोला और मुसलमानों के लिए मोदी सरकार से सत्ता में…",1,1,0,1,0,0,1,1,1,0,1,1
hin_08bcd5acb58a928a77315a44684775ed,"अमेरिका के उपभोक्ताओं के विश्वास को लगा झटका, इस वजह से हो गया 5 साल में सबसे कम, जानें पूरी बात फोटो: एपी गthirraur thurthur प rabanamauta yurीदती rurिकी उपभोकrिकी अफ़रती तमाम बातें महीने rirhir कोविड -19 ranahabairी की की के के के से से सबसे निचले निचले निचले निचले निचले निचले निचले निचले निचले…",0,0,0,0,0,0,0,0,0,0,0,0
hin_08d38d6e30124225d2fae8805a35b93d,"एक ""ऋषि"" ही बना है इंग्लैंड का प्रधानमंत्री... मौलाना नहीं यही है हिंदुत्व की शक्ति 💪 जय जय श्री राम 🙏🚩",1,1,0,1,0,1,1,0,0,0,1,1
